page;compartiment;selecteur;avant_plan;arriere_plan;ratio;seuil_attendu;taille_px;graisse;extrait
admin-caisse-comptoir;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-caisse-comptoir;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-caisse-comptoir;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-caisse-comptoir;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-caisse-comptoir;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-caisse-comptoir;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-caisse-comptoir;conforme;h1;#1a1a1a;#f5f5f5;15,96;3:1;15.0pt (20px);bold;<h1 class="page-title">Nouvelle commande comptoir</h1>
admin-caisse-comptoir;conforme;.btn-secondary.btn[href$="orders"];#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/counter/orders">Annuler</a>
admin-caisse-comptoir;conforme;#pos-tab-2;#1a1a1a;#ffc72c;11,15;4.5:1;11.3pt (15px);bold;<button class="pos__tab is-active" type="button" id="pos-tab-2" data-category-id="2" role="tab" aria
admin-caisse-comptoir;conforme;#pos-tab-3;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-3" data-category-id="3" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-4;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-4" data-category-id="4" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-5;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-5" data-category-id="5" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-6;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-6" data-category-id="6" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-7;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-7" data-category-id="7" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-8;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-8" data-category-id="8" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-9;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-9" data-category-id="9" role="tab" aria-selected=
admin-caisse-comptoir;conforme;#pos-tab-1;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-1" data-category-id="1" role="tab" aria-selected=
admin-caisse-comptoir;conforme;button[aria-label="Coca Cola, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Coca Cola</span>
admin-caisse-comptoir;conforme;button[aria-label="Coca Cola, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Coca Sans Sucres, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Coca Sans Sucres</span>
admin-caisse-comptoir;conforme;button[aria-label="Coca Sans Sucres, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Eau, 1,00 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Eau</span>
admin-caisse-comptoir;conforme;button[aria-label="Eau, 1,00 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,00 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Fanta Orange, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Fanta Orange</span>
admin-caisse-comptoir;conforme;button[aria-label="Fanta Orange, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Ice Tea Pêche, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Ice Tea Pêche</span>
admin-caisse-comptoir;conforme;button[aria-label="Ice Tea Pêche, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Ice Tea Citron, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Ice Tea Citron</span>
admin-caisse-comptoir;conforme;button[aria-label="Ice Tea Citron, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Jus d'Orange, 2,10 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Jus d'Orange</span>
admin-caisse-comptoir;conforme;button[aria-label="Jus d'Orange, 2,10 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">2,10 EUR</span>
admin-caisse-comptoir;conforme;button[aria-label="Jus de Pommes Bio, 2,30 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Jus de Pommes Bio</span>
admin-caisse-comptoir;conforme;button[aria-label="Jus de Pommes Bio, 2,30 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">2,30 EUR</span>
admin-caisse-comptoir;conforme;.pos__panel-title;#1a1a1a;#ffffff;17,4;4.5:1;12.8pt (17px);bold;<span class="pos__panel-title">Commande</span>
admin-caisse-comptoir;conforme;label[for="service_mode"];#4a4a4a;#ffffff;8,86;4.5:1;10.5pt (14px);bold;<label class="pos__service-label" for="service_mode">Mode</label>
admin-caisse-comptoir;conforme;#service_mode;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<select class="form-input" id="service_mode" name="service_mode"> <option value="dine_in" selected="
admin-caisse-comptoir;conforme;label[for="service_tag"];#4a4a4a;#ffffff;8,86;4.5:1;10.5pt (14px);bold;<label class="pos__service-label" for="service_tag">Table</label>
admin-caisse-comptoir;conforme;#service_tag;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="text" id="service_tag" name="service_tag" maxlength="20" value="" au
admin-caisse-comptoir;conforme;.order-cart__label;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);normal;<span class="order-cart__label">Coca Cola</span>
admin-caisse-comptoir;conforme;.order-cart__price;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="order-cart__price">1,90 EUR</span>
admin-caisse-comptoir;conforme;.order-cart__qty-value;#1a1a1a;#ffffff;17,4;4.5:1;12.0pt (16px);bold;<span class="order-cart__qty-value">1</span>
admin-caisse-comptoir;conforme;.order-cart__remove;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<button class="btn btn-secondary order-cart__remove" type="button" aria-label="Retirer Coca Cola de 
admin-caisse-comptoir;conforme;#order-total;#1a1a1a;#f9fafb;16,65;4.5:1;13.5pt (18px);bold;<p class="order-total" id="order-total">Total <span id="order-total-value">1,90 EUR</span></p>
admin-caisse-comptoir;conforme;#order-total-value;#1a1a1a;#f9fafb;16,65;4.5:1;13.5pt (18px);bold;<span id="order-total-value">1,90 EUR</span>
admin-caisse-comptoir;conforme;#order-submit;#1a1a1a;#ffc72c;11,15;4.5:1;12.8pt (17px);normal;<button class="btn btn-primary pos__pay" type="submit" id="order-submit">Encaisser 1,90 EUR</button>
admin-caisse-comptoir;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-caisse-comptoir;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-caisse-drive;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-caisse-drive;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-caisse-drive;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-caisse-drive;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-caisse-drive;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-caisse-drive;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-caisse-drive;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-caisse-drive;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-caisse-drive;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-caisse-drive;conforme;a[href$="products"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item">Produits</a>
admin-caisse-drive;conforme;a[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-caisse-drive;conforme;a[href$="menus"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item">Menus</a>
admin-caisse-drive;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-caisse-drive;conforme;a[href$="ingredients"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item">Ingrédients</a>
admin-caisse-drive;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-caisse-drive;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item active">Saisie commande</a>
admin-caisse-drive;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-caisse-drive;conforme;.sidebar-item[href$="orders"]:nth-child(4);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item">Commandes</a>
admin-caisse-drive;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-caisse-drive;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-caisse-drive;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-caisse-drive;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-caisse-drive;conforme;h1;#1a1a1a;#f5f5f5;15,96;3:1;15.0pt (20px);bold;<h1 class="page-title">Nouvelle commande drive</h1>
admin-caisse-drive;conforme;.btn-secondary;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);normal;<a class="btn btn-secondary" href="/drive/orders">Annuler</a>
admin-caisse-drive;conforme;#pos-tab-2;#1a1a1a;#ffc72c;11,15;4.5:1;11.3pt (15px);bold;<button class="pos__tab is-active" type="button" id="pos-tab-2" data-category-id="2" role="tab" aria
admin-caisse-drive;conforme;#pos-tab-3;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-3" data-category-id="3" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-4;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-4" data-category-id="4" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-5;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-5" data-category-id="5" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-6;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-6" data-category-id="6" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-7;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-7" data-category-id="7" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-8;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-8" data-category-id="8" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-9;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-9" data-category-id="9" role="tab" aria-selected=
admin-caisse-drive;conforme;#pos-tab-1;#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);bold;<button class="pos__tab" type="button" id="pos-tab-1" data-category-id="1" role="tab" aria-selected=
admin-caisse-drive;conforme;button[aria-label="Coca Cola, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Coca Cola</span>
admin-caisse-drive;conforme;button[aria-label="Coca Cola, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Coca Sans Sucres, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Coca Sans Sucres</span>
admin-caisse-drive;conforme;button[aria-label="Coca Sans Sucres, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Eau, 1,00 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Eau</span>
admin-caisse-drive;conforme;button[aria-label="Eau, 1,00 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,00 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Fanta Orange, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Fanta Orange</span>
admin-caisse-drive;conforme;button[aria-label="Fanta Orange, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Ice Tea Pêche, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Ice Tea Pêche</span>
admin-caisse-drive;conforme;button[aria-label="Ice Tea Pêche, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Ice Tea Citron, 1,90 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Ice Tea Citron</span>
admin-caisse-drive;conforme;button[aria-label="Ice Tea Citron, 1,90 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">1,90 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Jus d'Orange, 2,10 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Jus d'Orange</span>
admin-caisse-drive;conforme;button[aria-label="Jus d'Orange, 2,10 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">2,10 EUR</span>
admin-caisse-drive;conforme;button[aria-label="Jus de Pommes Bio, 2,30 EUR"] > .pos-tile__body > .pos-tile__name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<span class="pos-tile__name">Jus de Pommes Bio</span>
admin-caisse-drive;conforme;button[aria-label="Jus de Pommes Bio, 2,30 EUR"] > .pos-tile__body > .pos-tile__price;#4a4a4a;#ffffff;8,86;4.5:1;9.8pt (13px);bold;<span class="pos-tile__price">2,30 EUR</span>
admin-caisse-drive;conforme;.pos__panel-title;#1a1a1a;#ffffff;17,4;4.5:1;12.8pt (17px);bold;<span class="pos__panel-title">Commande</span>
admin-caisse-drive;conforme;#service_mode_display;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<p class="form-static" id="service_mode_display">Drive</p>
admin-caisse-drive;conforme;#order-cart-empty;#69707d;#ffffff;4,98;4.5:1;10.5pt (14px);normal;<li class="order-cart__empty" id="order-cart-empty">Panier vide.</li>
admin-caisse-drive;conforme;#order-total;#1a1a1a;#f9fafb;16,65;4.5:1;13.5pt (18px);bold;<p class="order-total" id="order-total">Total <span id="order-total-value">0,00 EUR</span></p>
admin-caisse-drive;conforme;#order-total-value;#1a1a1a;#f9fafb;16,65;4.5:1;13.5pt (18px);bold;<span id="order-total-value">0,00 EUR</span>
admin-caisse-drive;conforme;#order-submit;#1a1a1a;#ffc72c;11,15;4.5:1;12.8pt (17px);normal;<button class="btn btn-primary pos__pay" type="submit" id="order-submit">Encaisser 0,00 EUR</button>
admin-caisse-drive;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-caisse-drive;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-commandes;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-commandes;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-commandes;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-commandes;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-commandes;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-commandes;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
admin-commandes;conforme;a[href$="dashboard"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/dashboard" class="sidebar-item">Tableau de bord</a>
admin-commandes;conforme;.sidebar-section:nth-child(3) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Catalogue</div>
admin-commandes;conforme;a[href$="categories"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/categories" class="sidebar-item">Catégories</a>
admin-commandes;conforme;a[href$="products"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products" class="sidebar-item">Produits</a>
admin-commandes;conforme;a[href$="by-category"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/products/by-category" class="sidebar-item">Produits par catégorie</a>
admin-commandes;conforme;a[href$="menus"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/menus" class="sidebar-item">Menus</a>
admin-commandes;conforme;.sidebar-section:nth-child(4) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Stock</div>
admin-commandes;conforme;a[href$="ingredients"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/ingredients" class="sidebar-item">Ingrédients</a>
admin-commandes;conforme;.sidebar-section:nth-child(5) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Pilotage</div>
admin-commandes;conforme;.sidebar-item[href$="orders"]:nth-child(2);#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/counter/orders" class="sidebar-item">Saisie commande</a>
admin-commandes;conforme;a[href$="stats"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/stats" class="sidebar-item">Statistiques</a>
admin-commandes;conforme;.active;#1a1a1a;#fff3d1;15,74;4.5:1;11.3pt (15px);normal;<a href="/admin/orders" class="sidebar-item active">Commandes</a>
admin-commandes;conforme;a[href$="display"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/kitchen/display" class="sidebar-item">Cuisine (KDS)</a>
admin-commandes;conforme;.sidebar-section:nth-child(6) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Administration</div>
admin-commandes;conforme;a[href$="users"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/users" class="sidebar-item">Utilisateurs</a>
admin-commandes;conforme;a[href$="roles"];#4a4a4a;#ffffff;8,86;4.5:1;11.3pt (15px);normal;<a href="/admin/roles" class="sidebar-item">Rôles</a>
admin-commandes;conforme;#orders-heading;#1a1a1a;#f5f5f5;15,96;3:1;15.8pt (21px);bold;<h1 id="orders-heading" class="admin-section__title">Commandes</h1>
admin-commandes;conforme;.admin-section__sub;#1a1a1a;#f5f5f5;15,96;4.5:1;10.5pt (14px);normal;<p class="admin-section__sub">0 commande(s) récente(s)</p>
admin-commandes;conforme;.admin-empty;#69707d;#f5f5f5;4,57;4.5:1;10.5pt (14px);normal;<p class="admin-empty">Aucune commande pour le moment.</p>
admin-commandes;conforme;.a11y-toggle__icon;#1a1a1a;#ffffff;17,4;4.5:1;11.3pt (15px);bold;<span class="a11y-toggle__icon" aria-hidden="true">Aa</span>
admin-commandes;conforme;.a11y-toggle__label;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);bold;<span class="a11y-toggle__label">Police adaptée</span>
admin-connexion;conforme;.login-logo-title;#1a1a1a;#ffffff;17,4;4.5:1;13.5pt (18px);bold;<span class="login-logo-title">Wakdo Admin</span>
admin-connexion;conforme;.login-logo-sub;#69707d;#ffffff;4,98;4.5:1;9.0pt (12px);normal;<span class="login-logo-sub">Back-office de gestion</span>
admin-connexion;conforme;label[for="email"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<label class="form-label" for="email">Adresse e-mail</label>
admin-connexion;conforme;#email;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="email" id="email" name="email" autocomplete="email" required="" aria
admin-connexion;conforme;label[for="password"];#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<label class="form-label" for="password">Mot de passe</label>
admin-connexion;conforme;#password;#1a1a1a;#ffffff;17,4;4.5:1;9.8pt (13px);normal;<input class="form-input" type="password" id="password" name="password" autocomplete="current-passwo
admin-connexion;conforme;button;#1a1a1a;#ffc72c;11,15;4.5:1;10.5pt (14px);normal;<button type="submit" class="btn btn-primary">Se connecter</button>
admin-connexion;conforme;a;#4a4a4a;#ffffff;8,86;4.5:1;9.0pt (12px);normal;<a href="/forgot_password">Mot de passe oublié ?</a>
admin-ingredients;conforme;.topbar-user-avatar;#ffc72c;#1a1a1a;11,15;4.5:1;9.8pt (13px);bold;<div class="topbar-user-avatar">WA</div>
admin-ingredients;conforme;.topbar-user-name;#1a1a1a;#ffffff;17,4;4.5:1;10.5pt (14px);bold;<div class="topbar-user-name">Wakdo Admin</div>
admin-ingredients;conforme;.topbar-user-role;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);normal;<div class="topbar-user-role">Administrateur</div>
admin-ingredients;conforme;.sidebar-brand-name;#1a1a1a;#ffffff;17,4;3:1;15.8pt (21px);bold;<span class="sidebar-brand-name">Wak<span>do</span></span>
admin-ingredients;conforme;.sidebar-brand-name > span;#ae7f09;#ffffff;3,59;3:1;15.8pt (21px);bold;<span>do</span>
admin-ingredients;conforme;.sidebar-section:nth-child(2) > .sidebar-section-label;#69707d;#ffffff;4,98;4.5:1;8.3pt (11px);bold;<div class="sidebar-section-label">Vue d'ensemble</div>
